structure,verdict,confidence,rmsd_mean,volume_max_change,rdf_correlation,temperature,pressure,time_ps,supercell_size,num_atoms,rmsd_threshold,volume_threshold,rdf_threshold,volume_ref_frames,volume_ref_time_fs
top_3_iter3_sample36_HfO2_Fm3m_energy_m10p1559_primitive_freqp24p5883THz,UNSTABLE,HIGH,0.487827,13.48,0.372671,300.0,0.0,10.0,2x2x2,96,1.0,6.0,0.5,62,496.0
