structure,verdict,confidence,rmsd_mean,volume_max_change,rdf_correlation,temperature,pressure,time_ps,supercell_size,num_atoms,rmsd_threshold,volume_threshold,rdf_threshold,volume_ref_frames,volume_ref_time_fs
Sn2Bi2O7_m6p017672,STABLE,MODERATE,0.422851,4.52,0.462896,300.0,0.0,10.0,2x2x2,704,1.0,6.0,0.5,62,496.0
