Image_Index,Relative_Energy_eV_per_atom,Max_Force_eV_A
0,0.2589303025000005,0.0
1,0.18821764750000014,0.4287075293728814
2,0.1346494525000006,0.3201607474082355
3,0.13662164000000043,0.09848203294510122
4,0.1519301474999999,0.06532969344792611
5,0.1264048200000003,0.2610096168400697
6,0.060664197500000405,0.052405007976337535
7,0.01984934000000038,0.03192734207540615
8,0.0,0.00071
