Image_Index,Relative_Energy_eV_per_atom,Max_Force_eV_A
0,0.022631991500000125,0.0
1,0.12157824099999992,0.37942563936165413
2,0.19735517049999984,0.36857759312389027
3,0.13389860250000005,0.3785189556085666
4,0.12867312999999997,0.2208004707445163
5,0.09968612949999986,0.2658847635743726
6,0.10949555149999987,0.1798996994716778
7,0.11950971599999996,0.32633245084422724
8,0.0,0.1814148142931001
