Image_Index,Relative_Energy_eV_per_atom,Max_Force_eV_A
0,0.26036054249999996,0.0
1,0.09398988249999984,0.16067516240228297
2,0.13240401000000013,0.12377957780668021
3,0.10923830750000008,0.059139853508442176
4,0.1445259674999999,0.08050695764963423
5,0.10290432000000038,0.07766682831814364
6,0.06183636250000024,0.022129291832320347
7,0.019665015000000174,0.01026616393790787
8,0.0,0.00165
