# Frequency(THz)  DOS_Intensity
-4.269307283098127570e+00 3.510564217694141665e-03
-4.143601226343503363e+00 1.525440604324641214e+01
-4.017895169588879156e+00 5.641676103521186292e+01
-3.892189112834254505e+00 9.280934795078120203e+01
-3.766483056079629854e+00 1.323774215111129990e+02
-3.640776999325005647e+00 1.975583317239020005e+02
-3.515070942570381440e+00 2.571764051924035925e+02
-3.389364885815757233e+00 3.538350755635129872e+02
-3.263658829061132582e+00 4.379623326547357465e+02
-3.137952772306508376e+00 5.565932321023789200e+02
-3.012246715551884169e+00 6.852599775205783317e+02
-2.886540658797259962e+00 8.086077050017140664e+02
-2.760834602042635755e+00 9.473192718601140996e+02
-2.635128545288011548e+00 1.072034578209851134e+03
-2.509422488533387341e+00 1.232095043141132692e+03
-2.383716431778762690e+00 1.450516340926073326e+03
-2.258010375024138483e+00 1.705187640795492143e+03
-2.132304318269514276e+00 1.986867540782734523e+03
-2.006598261514890069e+00 2.405411540719579989e+03
-1.880892204760265418e+00 2.764988772684513606e+03
-1.755186148005641211e+00 2.712411685773549380e+03
-1.629480091251017004e+00 2.482083413145367558e+03
-1.503774034496392797e+00 2.247004114058634059e+03
-1.378067977741768591e+00 2.257186441632248261e+03
-1.252361920987144384e+00 2.029262249544202405e+03
-1.126655864232519733e+00 1.748332460142479249e+03
-1.000949807477895526e+00 1.576925878610906238e+03
-8.752437507232713187e-01 1.379231891593481123e+03
-7.495376939686471118e-01 1.172191917855069050e+03
-6.238316372140229049e-01 9.878560164550136733e+02
-4.981255804593983094e-01 8.030905117843933567e+02
-3.724195237047741025e-01 5.925128056071141600e+02
-2.467134669501498678e-01 3.879471833393420752e+02
-1.210074101955256332e-01 1.922668791676379385e+02
4.698646559098577230e-03 3.103340101368640092e+01
1.304047033137228084e-01 2.088696939814790028e+02
2.561107600683469876e-01 4.169431509126486617e+02
3.818168168229712500e-01 6.271833455956038961e+02
5.075228735775962896e-01 7.985066995479033949e+02
6.332289303322204965e-01 9.517800106221981196e+02
7.589349870868447034e-01 1.120401060461241059e+03
8.846410438414689104e-01 1.221357726931930074e+03
1.010347100596093117e+00 1.331963748703896954e+03
1.136053157350717324e+00 1.451589076759120189e+03
1.261759214105341531e+00 1.719450534294663157e+03
1.387465270859965738e+00 1.908107277553075392e+03
1.513171327614589945e+00 2.087758110513236261e+03
1.638877384369214152e+00 2.352178243605802436e+03
1.764583441123838359e+00 2.601110683877309839e+03
1.890289497878463454e+00 2.592767663987288870e+03
2.015995554633087661e+00 2.833865504589255579e+03
