structure,verdict,confidence,rmsd_mean,volume_max_change,rdf_correlation,temperature,pressure,time_ps,supercell_size,num_atoms,rmsd_threshold,volume_threshold,rdf_threshold,volume_ref_frames,volume_ref_time_fs
unique_2_iter1_sample37_HfO2_Fm3m_energy_m10p1391_primitive_freqp22p0336THz,STABLE,HIGH,0.137508,3.13,0.790973,300.0,0.0,10.0,2x2x2,96,1.0,6.0,0.5,62,496.0
