# Frequency(THz)  DOS_Intensity
-4.528331006424299865e+00 3.722675565465679865e-03
-4.401380093809719618e+00 7.524600998442423361e+00
-4.274429181195141147e+00 2.799471250893181917e+01
-4.147478268580560901e+00 7.681078773300626494e+01
-4.020527355965982430e+00 1.316237822638455839e+02
-3.893576443351402183e+00 1.981957222761357684e+02
-3.766625530736822380e+00 2.543148524200106806e+02
-3.639674618122243022e+00 3.118326425747908388e+02
-3.512723705507663663e+00 3.892889674854468467e+02
-3.385772792893084304e+00 4.501663251356457636e+02
-3.258821880278504945e+00 5.129126861662007286e+02
-3.131870967663925143e+00 6.110371954877489316e+02
-3.004920055049345784e+00 7.157731784574947369e+02
-2.877969142434765981e+00 8.058872944470290349e+02
-2.751018229820186178e+00 8.697481727404834828e+02
-2.624067317205606820e+00 9.636997153254225168e+02
-2.497116404591027461e+00 1.191026194386765383e+03
-2.370165491976448102e+00 1.401622878931917285e+03
-2.243214579361868743e+00 1.617197544954623254e+03
-2.116263666747288941e+00 2.016012662162588413e+03
-1.989312754132709360e+00 2.441899267720134503e+03
-1.862361841518130001e+00 2.740925216210058352e+03
-1.735410928903550198e+00 2.709761547491553756e+03
-1.608460016288970618e+00 2.495121370202845810e+03
-1.481509103674391259e+00 2.322849805943740193e+03
-1.354558191059811900e+00 2.271973752330877232e+03
-1.227607278445232319e+00 2.002217596870024863e+03
-1.100656365830652517e+00 1.714788788409378412e+03
-9.737054532160731579e-01 1.470555667121356237e+03
-8.467545406014936882e-01 1.279470558600487038e+03
-7.198036279869138854e-01 1.065764149143136592e+03
-5.928527153723348597e-01 8.892874165064117733e+02
-4.659018027577550569e-01 7.179793093633404624e+02
-3.389508901431751986e-01 5.293556188564089098e+02
-2.119999775285962007e-01 3.374692454905402315e+02
-8.504906491401637014e-02 1.378364113723171727e+02
4.190184770056263469e-02 7.032120502355503788e+01
1.688527603151424861e-01 2.699136454957217097e+02
2.958036729297223166e-01 4.806255191091609618e+02
4.227545855443013423e-01 6.884961094942846103e+02
5.497054981588811451e-01 8.707366374264461228e+02
6.766564107734609479e-01 9.988014877965024425e+02
8.036073233880399735e-01 1.144859928018089022e+03
9.305582360026198874e-01 1.256075565952477973e+03
1.057509148617199690e+00 1.471838858821746499e+03
1.184460061231778605e+00 1.648472832402117319e+03
1.311410973846358630e+00 1.839814082802345411e+03
1.438361886460937544e+00 2.015742494559737906e+03
1.565312799075517347e+00 2.194080694188820416e+03
1.692263711690097150e+00 2.369998682739627839e+03
1.819214624304676287e+00 2.496954876265675921e+03
1.946165536919256089e+00 2.684185926621659746e+03
2.073116449533835226e+00 2.990353797589843907e+03
2.200067362148415029e+00 3.130594321568880787e+03
2.327018274762994832e+00 3.363012581729743033e+03
2.453969187377573746e+00 3.622631685434608244e+03
2.580920099992153549e+00 4.110100579396772446e+03
2.707871012606733352e+00 3.743826265049205631e+03
2.834821925221312267e+00 3.631298751506138160e+03
2.961772837835892069e+00 3.230481201553153824e+03
3.088723750450471872e+00 3.222174466566862066e+03
3.215674663065052119e+00 3.438104442287766688e+03
3.342625575679630145e+00 3.552096931023416346e+03
3.469576488294209948e+00 3.713291431723813730e+03
3.596527400908789751e+00 3.909424483820416299e+03
3.723478313523369554e+00 4.319439015311779258e+03
3.850429226137949357e+00 4.277794545547895723e+03
3.977380138752527827e+00 4.296508462248477372e+03
4.104331051367107186e+00 4.435267047213493242e+03
4.231281963981687433e+00 4.623986361176243008e+03
4.358232876596266792e+00 4.725767774984255084e+03
4.485183789210847038e+00 4.718681822736339200e+03
4.612134701825425509e+00 4.701311243657945852e+03
4.739085614440004868e+00 4.691236728884734475e+03
4.866036527054585115e+00 5.032672032744525495e+03
4.992987439669164473e+00 5.284687856142048076e+03
5.119938352283744720e+00 5.542135978236316078e+03
5.246889264898324079e+00 5.546995552561058503e+03
5.373840177512902549e+00 5.459266884093853150e+03
5.500791090127481908e+00 5.065188468033081335e+03
5.627742002742062155e+00 4.843566133064085079e+03
5.754692915356642402e+00 4.481716411074158714e+03
5.881643827971221761e+00 4.287908238105766031e+03
6.008594740585800231e+00 5.016913444184326181e+03
6.135545653200379590e+00 5.833501645945677410e+03
6.262496565814959837e+00 6.157951642451124826e+03
6.389447478429539196e+00 5.714967665062443302e+03
6.516398391044119442e+00 5.344902574267991440e+03
6.643349303658698801e+00 5.639341401981777381e+03
6.770300216273277272e+00 5.527219618602492119e+03
6.897251128887857519e+00 5.222489763999119532e+03
7.024202041502436877e+00 4.376486650242802170e+03
7.151152954117017124e+00 3.921953215828303655e+03
7.278103866731596483e+00 3.984756063986847494e+03
7.405054779346174954e+00 3.709339124085600361e+03
7.532005691960755200e+00 4.435703568449965132e+03
7.658956604575334559e+00 4.768379173050245299e+03
7.785907517189914806e+00 4.881221156301759947e+03
7.912858429804494165e+00 4.762401584662661662e+03
8.039809342419072635e+00 4.099755025838727306e+03
8.166760255033652882e+00 4.272129252531976817e+03
8.293711167648231353e+00 4.130098035273364076e+03
8.420662080262811600e+00 3.708553724537029666e+03
8.547612992877391846e+00 2.935694127980260873e+03
8.674563905491970317e+00 2.057141720859822271e+03
8.801514818106550564e+00 1.417061127588479394e+03
8.928465730721129034e+00 2.099197083296407072e+03
9.055416643335709281e+00 3.264190033088873861e+03
9.182367555950289528e+00 3.907932901574367406e+03
9.309318468564869775e+00 4.298124477334250514e+03
9.436269381179446469e+00 5.447435020120468835e+03
9.563220293794026716e+00 5.271756581672136235e+03
9.690171206408606963e+00 4.888544446704739130e+03
9.817122119023187210e+00 4.512131978807167798e+03
9.944073031637767457e+00 4.164764065581031900e+03
1.007102394425234415e+01 3.721802405973093755e+03
1.019797485686692440e+01 3.294683896955652017e+03
1.032492576948150464e+01 2.830437807829447138e+03
1.045187668209608489e+01 3.201721071384806692e+03
1.057882759471066336e+01 3.463873181183997531e+03
1.070577850732524361e+01 3.763318209060326808e+03
1.083272941993982208e+01 3.612364087468820344e+03
1.095968033255440410e+01 2.789712270865967639e+03
1.108663124516898257e+01 2.256901700910221280e+03
1.121358215778355927e+01 1.798537809235697978e+03
1.134053307039814129e+01 1.465082931906219301e+03
1.146748398301271976e+01 1.113894117630515211e+03
1.159443489562730178e+01 8.966754652151137179e+02
1.172138580824188026e+01 1.129183542368735289e+03
1.184833672085645695e+01 1.895582645690367826e+03
1.197528763347103897e+01 2.620485765923456711e+03
1.210223854608561744e+01 4.965557423455398748e+03
1.222918945870019947e+01 3.838056701319685089e+03
1.235614037131477616e+01 7.314522977793944847e+02
1.248309128392935463e+01 8.429052938449660815e+02
