structure,verdict,confidence,rmsd_mean,volume_max_change,rdf_correlation,temperature,pressure,time_ps,supercell_size,num_atoms,rmsd_threshold,volume_threshold,rdf_threshold,volume_ref_frames,volume_ref_time_fs
unique_9_sg_P2_1_energy_m6p004968_primitive,UNSTABLE,LOW,4.561465,1.83,0.669382,300.0,0.0,10.0,2x2x2,352,1.0,6.0,0.5,62,496.0
