# Frequency(THz)  DOS_Intensity
-3.455207552424368611e+00 4.420582938926692629e-03
-3.332141554705162712e+00 8.958387053415526324e+00
-3.209075556985956812e+00 4.115224620069510308e+01
-3.086009559266750912e+00 1.134133655883346705e+02
-2.962943561547545013e+00 2.153528913252139034e+02
-2.839877563828339113e+00 3.010089496880941056e+02
-2.716811566109133214e+00 4.060595670347691453e+02
-2.593745568389927314e+00 5.200791928810506306e+02
-2.470679570670721414e+00 6.439129592412651846e+02
-2.347613572951515515e+00 7.370475183259935648e+02
-2.224547575232309615e+00 8.374674963894152597e+02
-2.101481577513103272e+00 8.861925195627610492e+02
-1.978415579793897372e+00 9.163079388176572593e+02
-1.855349582074691694e+00 9.865273384416393583e+02
-1.732283584355485573e+00 1.050358911938175879e+03
-1.609217586636279895e+00 1.087081727699434168e+03
-1.486151588917073774e+00 1.136152867783139527e+03
-1.363085591197867874e+00 1.111524737969912167e+03
-1.240019593478661752e+00 1.055886328391594589e+03
-1.116953595759456297e+00 1.014450173040129698e+03
-9.938875980402502863e-01 9.590676930682197963e+02
-8.708216003210442757e-01 9.201604399371692580e+02
-7.477556026018382651e-01 8.159783387781029660e+02
-6.246896048826322545e-01 7.020495313687575845e+02
-5.016236071634262439e-01 5.804582752012025821e+02
-3.785576094442206219e-01 4.532171061612228868e+02
-2.554916117250146113e-01 3.116184763487474356e+02
-1.324256140058085729e-01 1.582365636824735589e+02
-9.359616286602567489e-03 2.418115022668289882e+01
1.137063814326034483e-01 1.354039695034120996e+02
2.367723791518090426e-01 2.949899603588937680e+02
3.598383768710150532e-01 4.512111595130074306e+02
4.829043745902210638e-01 6.208170526709227488e+02
6.059703723094270744e-01 7.994633642661107160e+02
7.290363700286330850e-01 1.007279124769199484e+03
8.521023677478390956e-01 1.280450506125207767e+03
9.751683654670451062e-01 1.577923342259491619e+03
1.098234363186251006e+00 1.956465005744032396e+03
1.221300360905456239e+00 2.466673741055119535e+03
1.344366358624662361e+00 2.972930112241526786e+03
1.467432356343868260e+00 3.150890144617425904e+03
1.590498354063074382e+00 3.485974460057422220e+03
1.713564351782280282e+00 3.773976139158080969e+03
1.836630349501486403e+00 3.872229730968595049e+03
1.959696347220692303e+00 4.186593649624323007e+03
2.082762344939898203e+00 4.599445313677726517e+03
2.205828342659104546e+00 5.042750510787469466e+03
2.328894340378310446e+00 5.119300355247263724e+03
2.451960338097516345e+00 5.089599847444377701e+03
2.575026335816721357e+00 4.506795749504965897e+03
2.698092333535927700e+00 4.443624009046392530e+03
2.821158331255133600e+00 4.259462401266399866e+03
2.944224328974339500e+00 3.903644994897072138e+03
3.067290326693545399e+00 3.819390323090095080e+03
3.190356324412751743e+00 3.958345780717375419e+03
3.313422322131957642e+00 4.077872439053650851e+03
3.436488319851163542e+00 4.235636551762627278e+03
3.559554317570369442e+00 4.215030332265067955e+03
3.682620315289575785e+00 4.550359108644957814e+03
3.805686313008780797e+00 4.566372839721582750e+03
3.928752310727986696e+00 4.521251761358369549e+03
