# Frequency(THz)  DOS_Intensity
-4.246448548598955597e+00 2.145279636900342818e-02
-4.120851059830857643e+00 1.688474684802510950e+01
-3.995253571062761022e+00 5.938912104327760488e+01
-3.869656082294663513e+00 1.043558377908865680e+02
-3.744058593526566447e+00 1.392883696451850142e+02
-3.618461104758469382e+00 2.264025582697583445e+02
-3.492863615990371873e+00 2.790687338380892015e+02
-3.367266127222274807e+00 3.806076621228427825e+02
-3.241668638454177742e+00 4.550556621888690074e+02
-3.116071149686080233e+00 5.903488301408680172e+02
-2.990473660917983167e+00 7.052166067036023378e+02
-2.864876172149886102e+00 8.610290684543341513e+02
-2.739278683381788593e+00 9.650221056392225591e+02
-2.613681194613691527e+00 1.114017358960244337e+03
-2.488083705845594462e+00 1.288455353852091321e+03
-2.362486217077496509e+00 1.516350136526813003e+03
-2.236888728309399443e+00 1.734612494100740378e+03
-2.111291239541302378e+00 2.040169311213076071e+03
-1.985693750773204869e+00 2.475925820567402297e+03
-1.860096262005107803e+00 2.742108176512912451e+03
-1.734498773237010738e+00 2.684330527850382623e+03
-1.608901284468913229e+00 2.457801908050023030e+03
-1.483303795700816163e+00 2.262989058010977715e+03
-1.357706306932719098e+00 2.237155330624372709e+03
-1.232108818164621589e+00 1.969874347589011450e+03
-1.106511329396524301e+00 1.727214211109788948e+03
-9.809138406284272360e-01 1.584437558531864170e+03
-8.553163518603301707e-01 1.330173864129449385e+03
-7.297188630922326613e-01 1.181449075706296981e+03
-6.041213743241355960e-01 9.541431025486904218e+02
-4.785238855560384197e-01 7.600774248962990214e+02
-3.529263967879413544e-01 5.572377925422513272e+02
-2.273289080198437895e-01 3.653903217397974572e+02
-1.017314192517462801e-01 1.671726431471750800e+02
2.386606951635041052e-02 4.104733505273900818e+01
1.494635582844479338e-01 2.489755259549354776e+02
2.750610470525454709e-01 4.551915092341999411e+02
4.006585358206421477e-01 6.475830056560092771e+02
5.262560245887396571e-01 8.554029007585348836e+02
6.518535133568371664e-01 1.010661994283893932e+03
7.774510021249338987e-01 1.105722866324708548e+03
9.030484908930314081e-01 1.240942373096595475e+03
1.028645979661128917e+00 1.309139497050096907e+03
1.154243468429225539e+00 1.511387772879353861e+03
1.279840957197323048e+00 1.754902748463165608e+03
1.405438445965420780e+00 1.915322677282556015e+03
1.531035934733517401e+00 2.100409472696940611e+03
1.656633423501614910e+00 2.355608173168720441e+03
1.782230912269712420e+00 2.571076920645838072e+03
1.907828401037809041e+00 2.664959176944197679e+03
2.033425889805906550e+00 2.819712718897135801e+03
2.159023378574003171e+00 2.929498743239353644e+03
2.284620867342100681e+00 3.267028614499786727e+03
2.410218356110198190e+00 3.580853760097138547e+03
2.535815844878295255e+00 3.969556801223543971e+03
2.661413333646392765e+00 4.136377967465188703e+03
2.787010822414490274e+00 3.728438002731874349e+03
2.912608311182586895e+00 3.494643853600026887e+03
3.038205799950684405e+00 3.264718574519990398e+03
3.163803288718781914e+00 3.288853665603962781e+03
3.289400777486878535e+00 3.576658740764442427e+03
3.414998266254976933e+00 3.686462790243161180e+03
3.540595755023072666e+00 3.791798597568903460e+03
3.666193243791170175e+00 3.933974715976260995e+03
3.791790732559267685e+00 4.425975281605939017e+03
3.917388221327365194e+00 4.388549904984633940e+03
