# Frequency(THz)  DOS_Intensity
-2.460338333555328827e+00 1.718984583148987499e-01
-2.343833361651445735e+00 1.253088057783827907e+02
-2.227328389747562642e+00 1.808898501273440900e+02
-2.110823417843679550e+00 5.590152759024135776e+02
-1.994318445939796458e+00 8.395846362638542359e+02
-1.877813474035913144e+00 1.259650045616808939e+03
-1.761308502132029830e+00 1.623449741531426071e+03
-1.644803530228146737e+00 1.820716249795658769e+03
-1.528298558324263867e+00 2.251193839318628761e+03
-1.411793586420380553e+00 2.226956727873832733e+03
-1.295288614516497239e+00 2.505484256132969222e+03
-1.178783642612614146e+00 2.515986599103398476e+03
-1.062278670708730832e+00 2.674484762738255540e+03
-9.457736988048478510e-01 2.521470846434903251e+03
-8.292687269009646478e-01 2.396282469929810759e+03
-7.127637549970815556e-01 2.149414797041585643e+03
-5.962587830931983524e-01 1.948356063117064650e+03
-4.797538111893150381e-01 1.622152450620534410e+03
-3.632488392854320014e-01 1.267649514002490378e+03
-2.467438673815489647e-01 8.945846078565964490e+02
-1.302388954776654839e-01 4.837868620766191725e+02
-1.373392357378244374e-02 8.058060499253728892e+01
1.027710483301006034e-01 3.830846302024817760e+02
2.192760202339836539e-01 8.252343012391106640e+02
3.357809921378671070e-01 1.263160149712979319e+03
4.522859640417501992e-01 1.749386386843110813e+03
5.687909359456332359e-01 2.398879099613975086e+03
6.852959078495166612e-01 3.155587245846669248e+03
8.018008797533997534e-01 3.968069728478083562e+03
9.183058516572827346e-01 5.216577660669526267e+03
1.034810823561165938e+00 6.875763313246481630e+03
1.151315795465049252e+00 9.170554778273866759e+03
1.267820767368932344e+00 1.265248932707702443e+04
1.384325739272815436e+00 1.616493681596871829e+04
1.500830711176698973e+00 1.690378634842620886e+04
1.617335683080581399e+00 1.901626844628397521e+04
1.733840654984464935e+00 1.922282093617763167e+04
1.850345626888348471e+00 1.920854666701273527e+04
1.966850598792231120e+00 2.086750330189473971e+04
2.083355570696114434e+00 2.174672338524321458e+04
2.199860542599997970e+00 2.302992517732041597e+04
2.316365514503880618e+00 2.466859203083050670e+04
2.432870486407764155e+00 2.219835213865999322e+04
2.549375458311647691e+00 1.797186266789774163e+04
2.665880430215530339e+00 1.670524309265409829e+04
2.782385402119413875e+00 1.741586806155517843e+04
2.898890374023296079e+00 1.472999815986398426e+04
3.015395345927179616e+00 1.600290375170966945e+04
3.131900317831063152e+00 1.613090244992378211e+04
3.248405289734945800e+00 1.656867000720508076e+04
3.364910261638829336e+00 1.395608981567109913e+04
3.481415233542712873e+00 1.353720988840853715e+04
3.597920205446595521e+00 1.430749525194351736e+04
3.714425177350479057e+00 1.637043166379228205e+04
3.830930149254362149e+00 1.698177110575259576e+04
3.947435121158244797e+00 1.853202156834183916e+04
4.063940093062129222e+00 1.770892679542399492e+04
4.180445064966011870e+00 1.835075509439503367e+04
4.296950036869894518e+00 1.740018936990350267e+04
4.413455008773778054e+00 1.888307571860330427e+04
4.529959980677660702e+00 1.958461280618268938e+04
4.646464952581543351e+00 1.923682096345278842e+04
4.762969924485427775e+00 2.050433766959778222e+04
4.879474896389310423e+00 2.126208346537753096e+04
4.995979868293193071e+00 2.187566728756655357e+04
5.112484840197077496e+00 2.181739801689690648e+04
5.228989812100960144e+00 2.189059914682975068e+04
5.345494784004842792e+00 2.358658971874924464e+04
5.461999755908727217e+00 2.444056210848494811e+04
5.578504727812609865e+00 2.223211482657113811e+04
5.695009699716492513e+00 2.159479994820905631e+04
5.811514671620376937e+00 1.885163774889460910e+04
5.928019643524259585e+00 1.667848800683751688e+04
6.044524615428142233e+00 1.975126236470442745e+04
6.161029587332026658e+00 1.973600692382900888e+04
6.277534559235909306e+00 1.827237711251493238e+04
6.394039531139791954e+00 1.770488837798051100e+04
6.510544503043675491e+00 1.967711793277820107e+04
6.627049474947558139e+00 1.768320570839469656e+04
6.743554446851440787e+00 1.971490447687604683e+04
6.860059418755325211e+00 1.791450021052736702e+04
6.976564390659207859e+00 1.861716859301045042e+04
7.093069362563090507e+00 1.803360205892270096e+04
7.209574334466974932e+00 1.612475392273786201e+04
7.326079306370857580e+00 1.589911922681371470e+04
7.442584278274740228e+00 1.428379120701542888e+04
7.559089250178624653e+00 1.563500304034822511e+04
7.675594222082507301e+00 1.589057839959946068e+04
7.792099193986389949e+00 1.532239480367952456e+04
7.908604165890274373e+00 1.622096091664518826e+04
8.025109137794157022e+00 1.367225867324192222e+04
8.141614109698039670e+00 1.212240399476582570e+04
8.258119081601922318e+00 1.434157867851925039e+04
8.374624053505806742e+00 1.445447476546485450e+04
8.491129025409689390e+00 1.315249899612602530e+04
8.607633997313572038e+00 1.207655703945077039e+04
8.724138969217456463e+00 1.131264479143048266e+04
8.840643941121339111e+00 1.074196428915779506e+04
8.957148913025221759e+00 1.413761493936683109e+04
9.073653884929106184e+00 1.302121390167997561e+04
9.190158856832988832e+00 1.051922680401631806e+04
9.306663828736871480e+00 1.204663043785377158e+04
9.423168800640754128e+00 1.154562257494874939e+04
9.539673772544636776e+00 1.113571637434473814e+04
9.656178744448519424e+00 1.342010095614237434e+04
9.772683716352403849e+00 1.549640294469473520e+04
9.889188688256286497e+00 1.554541047467623684e+04
1.000569366016016915e+01 1.263719568253750913e+04
1.012219863206405357e+01 1.475355819830900873e+04
1.023870360396793622e+01 1.623004964354789809e+04
1.035520857587181887e+01 1.640533331593745606e+04
1.047171354777570329e+01 1.534830808882044403e+04
1.058821851967958594e+01 1.371271159384393468e+04
